,0,1,2,3
0,0.204808190465,0.287948697805,0.244652599096,0.262590497732
1,0.262949615717,0.336086332798,0.227458521724,0.17350551486
2,0.939977765083,0.0199395399541,0.0166688784957,0.0234137773514
3,0.976860046387,0.00773265585303,0.00702636921778,0.00838087592274
4,0.974129736423,0.00854608975351,0.00811379216611,0.00921045430005
5,0.217359483242,0.271815896034,0.213304981589,0.297519654036
6,0.973667025566,0.00861659180373,0.00751333544031,0.0102030616254
7,0.977646052837,0.00728243403137,0.00753908092156,0.0075323684141
8,0.376554042101,0.31889924407,0.209534034133,0.0950126647949
9,0.431702047586,0.336999684572,0.132739961147,0.0985582992435
10,0.878780066967,0.0456097312272,0.0310110654682,0.0445991680026
11,0.138758063316,0.288689851761,0.329968601465,0.242583468556
12,0.245300933719,0.382083803415,0.258943736553,0.113671496511
13,0.172520533204,0.372027307749,0.2713983953,0.184053763747
14,0.973988890648,0.00817868858576,0.0081830220297,0.00964937452227
15,0.171922817826,0.322771400213,0.283207416534,0.222098365426
16,0.950156509876,0.0112598296255,0.0176977682859,0.0208859089762
17,0.896050393581,0.0350871942937,0.0322011038661,0.0366612561047
18,0.235647380352,0.296022087336,0.265415817499,0.202914729714
19,0.934670805931,0.0172726456076,0.0127852885053,0.0352711975574
20,0.270338952541,0.236362606287,0.229531690478,0.263766735792
21,0.932561695576,0.0217579621822,0.0186162460595,0.0270641259849
22,0.19376270473,0.19285812974,0.377308785915,0.236070409417
23,0.491162061691,0.207307383418,0.120411902666,0.181118637323
24,0.290677577257,0.306351155043,0.25867575407,0.144295498729
25,0.342913836241,0.345000594854,0.207699999213,0.104385599494
26,0.975819528103,0.00778658362105,0.00794226955622,0.00845159217715
27,0.362412601709,0.297223448753,0.211149990559,0.129213944077
28,0.275374889374,0.331999927759,0.223785832524,0.168839380145
29,0.927762508392,0.023743789643,0.0231843534857,0.0253093577921
30,0.256030529737,0.362022042274,0.12721273303,0.254734754562
31,0.939698636532,0.0250547695905,0.0197973512113,0.0154492938891
32,0.37294241786,0.210339128971,0.204672262073,0.212046205997
33,0.950143635273,0.0231446996331,0.0138361668214,0.0128755392507
34,0.976026713848,0.00771778915077,0.00768099818379,0.00857450719923
35,0.141932412982,0.39233726263,0.330573499203,0.135156840086
36,0.103247694671,0.256632387638,0.317588210106,0.322531700134
37,0.977121770382,0.00756195420399,0.00865462329239,0.00666166935116
38,0.974532365799,0.0091598527506,0.00815805234015,0.0081497784704
39,0.488199055195,0.318114429712,0.104827359319,0.0888591781259
40,0.128822371364,0.32510215044,0.269640803337,0.276434719563
41,0.935655474663,0.0213401596993,0.0166662186384,0.0263381451368
42,0.913932979107,0.0351042635739,0.0248763225973,0.0260864403099
43,0.171496763825,0.30938026309,0.183871477842,0.335251510143
