,0,1,2,3
0,0.225711882114,0.355650812387,0.222771465778,0.19586583972
1,0.14435121417,0.27245670557,0.264816761017,0.318375319242
2,0.934999167919,0.0229268949479,0.0186715684831,0.0234023481607
3,0.972319066525,0.00890258233994,0.00678586773574,0.0119924498722
4,0.969255745411,0.00963084120303,0.00788110215217,0.0132323019207
5,0.285490214825,0.180781409144,0.291025459766,0.242702901363
6,0.969597756863,0.0086427712813,0.00746536673978,0.0142940878868
7,0.97503721714,0.0087722921744,0.00775995617732,0.00843046884984
8,0.386790424585,0.299699306488,0.175404697657,0.138105511665
9,0.420076489449,0.410847216845,0.0943086668849,0.0747676342726
10,0.919578373432,0.0387109667063,0.0208684112877,0.0208422821015
11,0.154492035508,0.289724081755,0.321754008532,0.234029889107
12,0.201580360532,0.337997615337,0.204793691635,0.255628317595
13,0.17458614707,0.370384782553,0.283512294292,0.171516761184
14,0.970752358437,0.00967614352703,0.00711523974314,0.0124562326819
15,0.174123972654,0.330171793699,0.25146573782,0.244238495827
16,0.910845756531,0.0336267799139,0.0243990439922,0.0311283655465
17,0.917539715767,0.0338975079358,0.0236401669681,0.0249225795269
18,0.22682005167,0.298561275005,0.327354073524,0.147264584899
19,0.876104712486,0.0354373976588,0.0265075396746,0.0619503706694
20,0.275401324034,0.179167211056,0.163206458092,0.382225006819
21,0.913441240788,0.0343793407083,0.0249835457653,0.0271958708763
22,0.141168683767,0.20997262001,0.379115134478,0.269743591547
23,0.831381797791,0.0486743524671,0.0443482585251,0.0755956545472
24,0.312971830368,0.303438127041,0.213722363114,0.16986772418
25,0.321364790201,0.334138303995,0.144522547722,0.199974402785
26,0.975368499756,0.00905071012676,0.00724225258455,0.0083384886384
27,0.347745299339,0.355782777071,0.174952939153,0.121518954635
28,0.314003527164,0.301350146532,0.158472344279,0.226173982024
29,0.920347750187,0.025362726301,0.0291094109416,0.0251801591367
30,0.253562599421,0.234931603074,0.219478309155,0.29202747345
31,0.941722631454,0.0257805678993,0.018504563719,0.0139922183007
32,0.347085207701,0.267010807991,0.182437196374,0.203466773033
33,0.94483011961,0.0227907933295,0.0165421012789,0.015836942941
34,0.974545180798,0.00873761530966,0.0080083431676,0.00870883930475
35,0.127995461226,0.36325147748,0.336649000645,0.172104045749
36,0.127423375845,0.315580546856,0.2829451859,0.274050861597
37,0.970658481121,0.011093785055,0.00982580333948,0.00842201057822
38,0.971030592918,0.0104379840195,0.00757501786575,0.0109563693404
39,0.606596767902,0.195565536618,0.132309272885,0.0655284300447
40,0.126121759415,0.304727554321,0.30005761981,0.269093066454
41,0.804153561592,0.0348939597607,0.026709927246,0.134242594242
42,0.910608351231,0.0354859903455,0.0228769276291,0.0310287494212
43,0.16101333499,0.3268699646,0.325573682785,0.186542958021
44,0.950720131397,0.0195085983723,0.0138259055093,0.0159453451633
45,0.317291200161,0.256399571896,0.236646950245,0.189662262797
46,0.365627765656,0.24304497242,0.2240575701,0.167269691825
47,0.926578700542,0.0316950939596,0.0226030256599,0.0191231425852
48,0.938333034515,0.0211894344538,0.0212044101208,0.0192731004208
49,0.92985612154,0.0237190015614,0.017611246556,0.0288135744631
50,0.316027522087,0.281738966703,0.227292388678,0.174941167235
51,0.778251290321,0.11701592803,0.0764809697866,0.0282517746091
52,0.437251001596,0.292144298553,0.163800403476,0.106804251671
53,0.967148959637,0.00948094390333,0.0100108403713,0.0133592868224
54,0.932648360729,0.0298434849828,0.0193904992193,0.0181176159531
55,0.946379244328,0.0184136461467,0.0186106301844,0.0165964718908
56,0.297652065754,0.336782157421,0.145227119327,0.220338612795
57,0.491767466068,0.183342710137,0.193254873157,0.131634965539
